Unnamed: 0,Rk,Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear,WS_per_Yr,Success,College_PPG,College_RPG,College_APG,College_FG%,College_3P%,College_FT%,College_MPG,College_STL,College_BLK,College_TOV
1040,12,12,SAC,Jason Thompson,Rider University,8.0,588.0,14819.0,5210.0,3880.0,635.0,0.496,0.143,0.657,23.8,0.077,-2.6,-2.4,2008,25.2,8.9,6.6,1.1,https://www.sports-reference.com/cbb/players/jason-thompson-1.html,2008,2.975,1,16.7,9.6,2.0,0.526,0.291,0.667,32.1,0.9,1.9,2.6
1041,13,13,POR,Brandon Rush,Kansas,9.0,481.0,10564.0,3250.0,1413.0,468.0,0.426,0.402,0.706,11.2,0.051,-1.4,1.6,2008,22.0,6.8,2.9,1.0,https://www.sports-reference.com/cbb/players/brandon-rush-1.html,2008,1.2444444444444445,1,13.6,5.5,2.0,0.449,0.435,0.733,31.3,0.7,0.8,2.1
1042,14,14,GSW,Anthony Randolph,LSU,6.0,252.0,3841.0,1789.0,1078.0,187.0,0.453,0.241,0.74,5.8,0.072,-1.6,0.4,2008,15.2,7.1,4.3,0.7,https://www.sports-reference.com/cbb/players/anthony-randolph-1.html,2008,0.9666666666666668,0,15.6,8.5,1.2,0.464,0.105,0.693,32.8,1.1,2.3,3.0
1043,15,15,PHO,Robin Lopez,Stanford,14.0,930.0,20427.0,8151.0,4575.0,786.0,0.537,0.296,0.743,48.9,0.115,-1.0,4.9,2008,22.0,8.8,4.9,0.8,https://www.sports-reference.com/cbb/players/robin-lopez-1.html,2008,3.492857142857143,1,9.0,5.6,0.8,0.511,0.5,0.612,24.3,0.3,2.3,1.6
1044,16,16,PHI,Marreese Speights,Florida,10.0,705.0,10640.0,5592.0,2875.0,461.0,0.459,0.356,0.797,25.8,0.116,-2.2,-0.6,2008,15.1,7.9,4.1,0.7,https://www.sports-reference.com/cbb/players/marreese-speights-1.html,2008,2.58,1,9.5,5.4,0.5,0.633,,0.688,15.4,0.3,0.9,1.1
1045,17,17,TOR,Roy Hibbert,Georgetown,9.0,662.0,16389.0,6611.0,4173.0,885.0,0.465,0.25,0.755,35.9,0.105,-1.1,3.5,2008,24.8,10.0,6.3,1.3,https://www.sports-reference.com/cbb/players/roy-hibbert-1.html,2008,3.988888888888889,1,10.9,5.9,1.3,0.603,1.0,0.68,23.3,0.4,1.9,1.5
1046,18,18,WAS,JaVale McGee,Nevada,14.0,799.0,13649.0,6373.0,4209.0,349.0,0.577,0.19,0.601,41.5,0.146,0.2,7.5,2008,17.1,8.0,5.3,0.4,https://www.sports-reference.com/cbb/players/javale-mcgee-1.html,2008,2.9642857142857144,1,8.7,4.8,0.3,0.542,0.356,0.514,18.7,0.5,1.8,1.6
1049,21,21,BRK,Ryan Anderson,California,12.0,649.0,16769.0,8001.0,3413.0,586.0,0.422,0.38,0.854,46.7,0.134,1.0,12.8,2008,25.8,12.3,5.3,0.9,https://www.sports-reference.com/cbb/players/ryan-anderson-1.html,2008,3.891666666666667,1,18.7,9.0,1.0,0.484,0.396,0.841,33.0,0.5,0.5,1.8
1050,22,22,ORL,Courtney Lee,Western Kentucky,12.0,811.0,21938.0,7765.0,2127.0,1353.0,0.451,0.388,0.853,39.3,0.086,-0.6,7.9,2008,27.1,9.6,2.6,1.7,https://www.sports-reference.com/cbb/players/courtney-lee-1.html,2008,3.275,1,17.6,5.2,2.2,0.464,0.401,0.817,31.2,1.9,0.6,2.5
1051,23,23,UTA,Kosta Koufos,Ohio State,11.0,686.0,11271.0,3913.0,3452.0,359.0,0.534,0.0,0.582,28.3,0.12,-1.3,2.0,2008,16.4,5.7,5.0,0.5,https://www.sports-reference.com/cbb/players/kosta-koufos-1.html,2008,2.5727272727272728,1,14.4,6.7,0.5,0.508,0.349,0.68,27.1,0.4,1.8,1.5
1054,26,26,SAS,George Hill,IUPUI,14.0,856.0,23458.0,9268.0,2623.0,2678.0,0.457,0.381,0.807,69.0,0.141,1.3,19.3,2008,27.4,10.8,3.1,3.1,https://www.sports-reference.com/cbb/players/george-hill-1.html,2008,4.928571428571429,1,17.0,5.8,3.3,0.529,0.404,0.785,33.3,1.6,0.3,2.5
1055,27,27,NOP,Darrell Arthur,Kansas,9.0,503.0,8945.0,3282.0,1768.0,409.0,0.444,0.352,0.765,12.3,0.066,-2.2,-0.4,2008,17.8,6.5,3.5,0.8,https://www.sports-reference.com/cbb/players/darrell-arthur-1.html,2008,1.3666666666666667,1,11.3,5.5,0.6,0.541,0.118,0.676,21.9,0.7,1.4,1.6
1060,32,32,OKC,Walter Sharpe,UAB,1.0,8.0,20.0,8.0,3.0,0.0,0.364,0.0,0.0,-0.1,-0.131,-10.1,0.0,2008,2.5,1.0,0.4,0.0,https://www.sports-reference.com/cbb/players/walter-sharpe-1.html,2008,-0.1,0,7.0,3.8,0.9,0.534,0.0,0.5,15.3,0.6,0.9,1.6
1061,33,33,POR,Joey Dorsey,Memphis,4.0,130.0,1488.0,344.0,513.0,55.0,0.534,0.0,0.375,2.9,0.092,-2.7,-0.3,2008,11.4,2.6,3.9,0.4,https://www.sports-reference.com/cbb/players/joey-dorsey-1.html,2008,0.725,0,6.7,8.1,0.5,0.614,,0.42,21.7,1.1,1.8,1.3
1062,34,34,MIN,Mario Chalmers,Kansas,9.0,646.0,17245.0,5743.0,1585.0,2412.0,0.417,0.351,0.793,32.3,0.09,-0.6,5.9,2008,26.7,8.9,2.5,3.7,https://www.sports-reference.com/cbb/players/mario-chalmers-1.html,2008,3.588888888888889,1,12.2,2.8,3.8,0.486,0.419,0.767,28.5,2.6,0.4,2.4
1063,35,35,LAC,DeAndre Jordan,Texas A&M,14.0,963.0,25971.0,8857.0,10047.0,924.0,0.674,0.083,0.475,93.9,0.174,1.3,22.0,2008,27.0,9.2,10.4,1.0,https://www.sports-reference.com/cbb/players/deandre-jordan-1.html,2008,6.707142857142857,1,7.9,6.0,0.4,0.617,,0.437,20.1,0.2,1.3,1.6
1066,38,38,CHA,Kyle Weaver,Washington State,3.0,73.0,1379.0,363.0,158.0,119.0,0.441,0.353,0.736,1.5,0.051,-1.1,0.3,2008,18.9,5.0,2.2,1.6,https://www.sports-reference.com/cbb/players/kyle-weaver-1.html,2008,0.5,0,9.6,4.7,3.8,0.464,0.277,0.716,29.8,1.6,0.8,2.6
1067,39,39,CHI,Sonny Weems,Arkansas,4.0,183.0,3335.0,1189.0,402.0,257.0,0.465,0.283,0.702,0.0,0.001,-4.2,-1.8,2008,18.2,6.5,2.2,1.4,https://www.sports-reference.com/cbb/players/sonny-weems-1.html,2008,0.0,0,13.3,4.6,2.3,0.473,0.366,0.767,31.2,1.3,0.3,2.7
1068,40,40,BRK,Chris Douglas-Roberts,Memphis,6.0,222.0,4381.0,1571.0,472.0,254.0,0.439,0.329,0.831,5.4,0.059,-2.2,-0.2,2008,19.7,7.1,2.1,1.1,https://www.sports-reference.com/cbb/players/chris-douglas-roberts-1.html,2008,0.9,0,14.2,3.7,1.7,0.54,0.372,0.725,26.1,1.0,0.4,2.0
1070,42,42,SAC,Sean Singletary,Virginia,1.0,37.0,303.0,90.0,35.0,29.0,0.365,0.4,0.857,0.0,0.006,-5.1,-0.2,2008,8.2,2.4,0.9,0.8,https://www.sports-reference.com/cbb/players/sean-singletary-1.html,2008,0.0,0,16.9,4.0,4.8,0.406,0.362,0.846,32.8,1.6,0.1,3.3
1071,43,43,SAC,Patrick Ewing,Georgetown,1.0,7.0,19.0,3.0,2.0,2.0,0.0,0.0,0.75,-0.1,-0.158,-9.1,0.0,2008,2.7,0.4,0.3,0.3,https://www.sports-reference.com/cbb/players/patrick-ewing-1.html,2008,-0.1,0,15.3,9.2,0.9,0.62,,0.635,30.8,1.2,3.4,2.3
1074,46,46,OKC,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/trent-plaisted-1.html,2008,0.0,0,13.3,6.7,1.2,0.535,,0.547,27.2,0.4,1.0,2.1
1076,48,48,PHO,Malik Hairston,Oregon,2.0,62.0,472.0,149.0,77.0,29.0,0.512,0.167,0.514,0.8,0.086,-2.0,0.0,2008,7.6,2.4,1.2,0.5,https://www.sports-reference.com/cbb/players/malik-hairston-1.html,2008,0.4,0,14.1,5.1,2.1,0.504,0.395,0.643,31.2,0.6,0.6,2.0
1077,49,49,GSW,Richard Hendrix,Alabama,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/richard-hendrix-1.html,2008,0.0,0,14.0,8.9,1.4,0.59,0.231,0.594,28.4,0.9,1.6,1.9
1078,50,50,OKC,DeVon Hardin,California,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/devon-hardin-1.html,2008,0.0,0,7.4,6.4,0.4,0.517,,0.609,22.1,0.4,1.3,1.1
1079,51,51,DAL,Shan Foster,Vanderbilt,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/shan-foster-1.html,2008,0.0,0,15.2,3.9,1.7,0.471,0.421,0.791,30.2,0.8,0.3,1.5
1080,52,52,MIA,Darnell Jackson,Kansas,3.0,138.0,1039.0,308.0,203.0,26.0,0.449,0.235,0.644,1.3,0.059,-5.2,-0.8,2008,7.5,2.2,1.5,0.2,https://www.sports-reference.com/cbb/players/darnell-jackson-1.html,2008,0.4333333333333333,0,6.8,4.9,0.5,0.58,0.333,0.685,16.6,0.5,0.4,1.0
1082,54,54,HOU,Maarty Leunen,Oregon,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/maarty-leunen-1.html,2008,0.0,0,9.9,7.1,1.8,0.503,0.397,0.775,27.9,1.0,0.4,1.3
1083,55,55,POR,Mike Taylor,Iowa State,1.0,51.0,771.0,289.0,87.0,106.0,0.412,0.325,0.691,-0.4,-0.028,-5.2,-0.6,2008,15.1,5.7,1.7,2.1,https://www.sports-reference.com/cbb/players/mike-taylor-1.html,2008,-0.4,0,16.0,4.1,4.5,0.376,0.36,0.682,35.0,1.1,0.1,5.4
1084,56,56,OKC,Sasha Kaun,Kansas,1.0,25.0,95.0,23.0,26.0,3.0,0.529,,0.455,0.2,0.096,-2.8,0.0,2008,3.8,0.9,1.0,0.1,https://www.sports-reference.com/cbb/players/sasha-kaun-1.html,2008,0.2,0,6.1,3.9,0.3,0.568,,0.512,16.5,0.4,1.1,0.8
1085,57,57,SAS,James Gist,Maryland,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/james-gist-1.html,2008,0.0,0,10.9,6.0,1.1,0.506,0.33,0.696,24.9,0.9,1.8,1.8
1086,58,58,LAL,Joe Crawford,Kentucky,1.0,2.0,23.0,9.0,4.0,1.0,0.3,0.25,1.0,0.0,0.037,-2.7,0.0,2008,11.5,4.5,2.0,0.5,https://www.sports-reference.com/cbb/players/joe-crawford-1.html,2008,0.0,0,11.3,3.4,1.5,0.438,0.35,0.702,25.3,0.5,0.2,1.6
1087,59,59,DET,Deron Washington,Virginia Tech,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/deron-washington-1.html,2008,0.0,0,11.0,5.4,1.5,0.467,0.294,0.616,29.3,1.2,0.9,1.7
1089,1,1,LAC,Blake Griffin,Oklahoma,12.0,716.0,23730.0,14306.0,5935.0,2985.0,0.493,0.326,0.696,79.2,0.16,3.4,32.5,2009,33.1,20.0,8.3,4.2,https://www.sports-reference.com/cbb/players/blake-griffin-1.html,2009,6.6000000000000005,1,18.8,11.8,2.1,0.618,0.3,0.589,30.9,1.1,1.0,2.8
1090,2,2,MEM,Hasheem Thabeet,UConn,5.0,224.0,2357.0,483.0,595.0,27.0,0.567,,0.578,4.8,0.099,-2.7,-0.4,2009,10.5,2.2,2.7,0.1,https://www.sports-reference.com/cbb/players/hasheem-thabeet-1.html,2009,0.96,0,10.3,8.5,0.4,0.611,,0.625,29.3,0.4,4.2,1.8
1091,3,3,OKC,James Harden,Arizona State,13.0,921.0,31825.0,23035.0,5145.0,6177.0,0.443,0.362,0.859,146.6,0.221,6.8,70.8,2009,34.6,25.0,5.6,6.7,https://www.sports-reference.com/cbb/players/james-harden-1.html,2009,11.276923076923076,1,19.0,5.4,3.7,0.506,0.376,0.755,35.0,1.9,0.4,3.0
1092,4,4,SAC,Tyreke Evans,Memphis,10.0,594.0,18242.0,9347.0,2720.0,2852.0,0.44,0.323,0.757,28.4,0.075,0.8,13.1,2009,30.7,15.7,4.6,4.8,https://www.sports-reference.com/cbb/players/tyreke-evans-1.html,2009,2.84,1,17.1,5.4,3.9,0.455,0.274,0.711,29.0,2.1,0.8,3.6
1094,6,6,MIN,Jonny Flynn,Syracuse,3.0,163.0,3738.0,1504.0,307.0,634.0,0.4,0.338,0.809,-1.1,-0.015,-4.0,-1.9,2009,22.9,9.2,1.9,3.9,https://www.sports-reference.com/cbb/players/jonny-flynn-1.html,2009,-0.3666666666666667,0,16.6,2.7,6.0,0.46,0.333,0.782,36.5,1.5,0.2,3.1
1095,7,7,GSW,Stephen Curry,Davidson,13.0,816.0,28031.0,19827.0,3789.0,5326.0,0.473,0.428,0.908,119.4,0.204,6.5,60.4,2009,34.4,24.3,4.6,6.5,https://www.sports-reference.com/cbb/players/stephen-curry-1.html,2009,9.184615384615386,1,25.3,4.5,3.7,0.467,0.412,0.876,32.6,2.1,0.3,3.0
1096,8,8,NYK,Jordan Hill,Arizona,8.0,409.0,7692.0,3232.0,2389.0,322.0,0.497,0.136,0.699,16.4,0.102,-2.0,0.0,2009,18.8,7.9,5.8,0.8,https://www.sports-reference.com/cbb/players/jordan-hill-1.html,2009,2.05,1,12.5,7.9,0.8,0.578,,0.636,27.0,0.5,1.4,2.0
1097,9,9,TOR,DeMar DeRozan,USC,13.0,936.0,32006.0,19298.0,4122.0,3638.0,0.465,0.285,0.836,82.7,0.124,0.7,22.2,2009,34.2,20.6,4.4,3.9,https://www.sports-reference.com/cbb/players/demar-derozan-1.html,2009,6.361538461538462,1,13.9,5.7,1.5,0.523,0.167,0.646,33.4,0.9,0.4,2.1
1099,11,11,BRK,Terrence Williams,Louisville,4.0,153.0,2922.0,1085.0,545.0,364.0,0.412,0.317,0.659,-0.2,-0.004,-2.8,-0.6,2009,19.1,7.1,3.6,2.4,https://www.sports-reference.com/cbb/players/terrence-williams-1.html,2009,-0.05,0,11.2,6.9,3.9,0.4,0.32,0.589,32.2,1.5,0.6,2.4
1100,12,12,CHA,Gerald Henderson,Duke,8.0,535.0,13854.0,5987.0,1716.0,1009.0,0.44,0.327,0.793,18.3,0.063,-1.8,0.6,2009,25.9,11.2,3.2,1.9,https://www.sports-reference.com/cbb/players/gerald-henderson-1.html,2009,2.2875,1,15.0,3.2,2.5,0.481,,0.627,32.9,2.1,0.3,4.2
1101,13,13,IND,Tyler Hansbrough,UNC,7.0,428.0,7233.0,2881.0,1808.0,181.0,0.439,0.136,0.738,20.2,0.134,-2.0,0.0,2009,16.9,6.7,4.2,0.4,https://www.sports-reference.com/cbb/players/tyler-hansbrough-1.html,2009,2.8857142857142857,1,20.2,8.6,1.1,0.536,0.316,0.791,30.9,1.3,0.5,2.1
1102,14,14,PHO,Earl Clark,Louisville,6.0,261.0,3630.0,1138.0,778.0,134.0,0.403,0.328,0.664,2.9,0.038,-2.8,-0.8,2009,13.9,4.4,3.0,0.5,https://www.sports-reference.com/cbb/players/earl-clark-1.html,2009,0.4833333333333333,0,10.6,7.0,1.7,0.467,0.298,0.64,26.7,0.9,1.2,2.1
1103,15,15,DET,Austin Daye,Gonzaga,6.0,293.0,4132.0,1522.0,764.0,212.0,0.402,0.351,0.778,4.5,0.053,-2.0,0.0,2009,14.1,5.2,2.6,0.7,https://www.sports-reference.com/cbb/players/austin-daye-1.html,2009,0.75,0,11.6,5.8,1.0,0.477,0.422,0.79,22.5,0.7,1.9,1.9
1104,16,16,CHI,James Johnson,Wake Forest,13.0,728.0,14953.0,5677.0,2614.0,1538.0,0.475,0.302,0.68,27.0,0.087,0.5,9.4,2009,20.5,7.8,3.6,2.1,https://www.sports-reference.com/cbb/players/james-johnson-1.html,2009,2.076923076923077,1,13.6,3.5,3.8,0.385,0.37,0.792,33.7,1.5,0.1,2.2
1105,17,17,PHI,Jrue Holiday,UCLA,13.0,819.0,27163.0,13212.0,3276.0,5225.0,0.46,0.361,0.777,54.5,0.096,1.5,23.7,2009,33.2,16.1,4.0,6.4,https://www.sports-reference.com/cbb/players/jrue-holiday-1.html,2009,4.1923076923076925,1,8.5,3.8,3.7,0.45,0.307,0.726,27.1,1.6,0.5,2.1
1106,18,18,MIN,Ty Lawson,UNC,8.0,551.0,16088.0,6977.0,1506.0,3316.0,0.46,0.359,0.77,42.1,0.126,1.4,13.6,2009,29.2,12.7,2.7,6.0,https://www.sports-reference.com/cbb/players/ty-lawson-1.html,2009,5.2625,1,13.1,2.9,5.8,0.517,0.403,0.78,27.0,1.8,0.1,2.1
1107,19,19,ATL,Jeff Teague,Wake Forest,12.0,826.0,22164.0,10061.0,1989.0,4585.0,0.444,0.36,0.844,52.4,0.113,0.6,14.3,2009,26.8,12.2,2.4,5.6,https://www.sports-reference.com/cbb/players/jeff-teague-1.html,2009,4.366666666666666,1,16.4,3.0,3.0,0.462,0.421,0.812,30.9,1.9,0.6,3.0
1108,20,20,UTA,Eric Maynor,VCU,5.0,267.0,3896.0,1141.0,348.0,760.0,0.392,0.35,0.721,3.3,0.041,-2.9,-0.8,2009,14.6,4.3,1.3,2.8,https://www.sports-reference.com/cbb/players/eric-maynor-1.html,2009,0.6599999999999999,0,15.0,3.4,5.2,0.449,0.37,0.791,30.7,1.3,0.2,2.4
1109,21,21,NOP,Darren Collison,UCLA,11.0,711.0,20833.0,8861.0,1889.0,3545.0,0.471,0.394,0.853,49.9,0.115,0.5,13.4,2009,29.3,12.5,2.7,5.0,https://www.sports-reference.com/cbb/players/darren-collison-1.html,2009,4.536363636363636,1,11.5,2.3,4.1,0.475,0.435,0.851,29.2,1.6,0.1,2.4
1114,26,26,CHI,Taj Gibson,USC,13.0,883.0,21742.0,8012.0,5423.0,873.0,0.518,0.239,0.711,57.9,0.128,-0.7,7.0,2009,24.6,9.1,6.1,1.0,https://www.sports-reference.com/cbb/players/taj-gibson-1.html,2009,4.453846153846154,1,12.4,8.5,1.4,0.58,,0.629,32.7,0.7,2.4,2.5
1115,27,27,MEM,DeMarre Carroll,Missouri,11.0,578.0,13675.0,5150.0,2454.0,726.0,0.43,0.358,0.741,29.5,0.104,0.0,6.7,2009,23.7,8.9,4.2,1.3,https://www.sports-reference.com/cbb/players/demarre-carroll-1.html,2009,2.6818181818181817,1,11.2,6.0,1.6,0.535,0.281,0.603,24.5,1.1,0.4,1.3
1116,28,28,MIN,Wayne Ellington,UNC,13.0,762.0,15951.0,6118.0,1626.0,846.0,0.41,0.382,0.843,20.9,0.063,-1.5,2.1,2009,20.9,8.0,2.1,1.1,https://www.sports-reference.com/cbb/players/wayne-ellington-1.html,2009,1.6076923076923075,1,14.7,4.1,2.2,0.463,0.397,0.809,28.5,0.9,0.1,1.5
1117,29,29,LAL,Toney Douglas,Florida State,8.0,394.0,7511.0,3009.0,875.0,889.0,0.404,0.354,0.824,12.1,0.077,-0.8,2.2,2009,19.1,7.6,2.2,2.3,https://www.sports-reference.com/cbb/players/toney-douglas-1.html,2009,1.5125,1,16.8,3.8,2.6,0.442,0.376,0.802,34.2,1.8,0.3,2.6
1120,32,32,WAS,Jermaine Taylor,Central Florida,2.0,65.0,786.0,351.0,108.0,48.0,0.441,0.284,0.73,0.2,0.014,-3.7,-0.3,2009,12.1,5.4,1.7,0.7,https://www.sports-reference.com/cbb/players/jermaine-taylor-1.html,2009,0.1,0,16.2,3.9,1.4,0.466,0.376,0.764,25.8,0.9,0.4,2.2
1121,33,33,POR,Dante Cunningham,Villanova,10.0,715.0,14875.0,4133.0,2676.0,506.0,0.469,0.345,0.649,24.9,0.08,-1.7,1.1,2009,20.8,5.8,3.7,0.7,https://www.sports-reference.com/cbb/players/dante-cunningham-1.html,2009,2.49,1,9.6,5.9,1.0,0.524,0.333,0.693,27.2,1.2,0.8,1.8
1123,35,35,DET,DaJuan Summers,Georgetown,4.0,83.0,820.0,278.0,82.0,29.0,0.384,0.367,0.642,-0.1,-0.008,-5.8,-0.8,2009,9.9,3.3,1.0,0.3,https://www.sports-reference.com/cbb/players/dajuan-summers-1.html,2009,-0.025,0,11.2,4.4,1.3,0.439,0.353,0.727,27.6,1.0,0.6,2.2
1124,36,36,MEM,Sam Young,Pitt,4.0,249.0,3966.0,1436.0,573.0,180.0,0.442,0.28,0.742,5.2,0.063,-2.1,-0.1,2009,15.9,5.8,2.3,0.7,https://www.sports-reference.com/cbb/players/sam-young-1.html,2009,1.3,1,13.2,5.0,1.0,0.498,0.356,0.692,25.5,0.8,0.8,1.9
1125,37,37,SAS,DeJuan Blair,Pitt,7.0,424.0,7054.0,2865.0,2153.0,349.0,0.524,0.0,0.608,19.0,0.129,-1.2,1.4,2009,16.6,6.8,5.1,0.8,https://www.sports-reference.com/cbb/players/dejuan-blair-1.html,2009,2.7142857142857144,1,13.6,10.7,1.1,0.568,,0.614,26.6,1.6,1.0,1.6
1126,38,38,POR,Jon Brockman,Washington,3.0,150.0,1570.0,320.0,472.0,49.0,0.488,0.0,0.618,3.7,0.113,-3.9,-0.8,2009,10.5,2.1,3.1,0.3,https://www.sports-reference.com/cbb/players/jon-brockman-1.html,2009,1.2333333333333334,1,13.8,9.8,1.0,0.534,0.0,0.612,28.7,0.8,0.1,2.1
1128,40,40,CHA,Derrick Brown,Xavier,3.0,171.0,2554.0,895.0,413.0,119.0,0.515,0.317,0.637,4.5,0.085,-1.3,0.4,2009,14.9,5.2,2.4,0.7,https://www.sports-reference.com/cbb/players/derrick-brown-1.html,2009,1.5,1,10.3,5.6,1.5,0.573,0.415,0.718,25.0,0.7,0.8,1.6
1129,41,41,MIL,Jodie Meeks,Kentucky,10.0,539.0,12110.0,4988.0,1120.0,583.0,0.42,0.373,0.879,24.3,0.096,-0.6,4.2,2009,22.5,9.3,2.1,1.1,https://www.sports-reference.com/cbb/players/jodie-meeks-1.html,2009,2.43,1,15.4,3.0,1.6,0.436,0.386,0.89,27.7,1.1,0.1,1.8
1130,42,42,LAL,Patrick Beverley,Arkansas,10.0,508.0,13990.0,4489.0,2179.0,1766.0,0.414,0.378,0.757,33.3,0.114,1.1,10.9,2009,27.5,8.8,4.3,3.5,https://www.sports-reference.com/cbb/players/patrick-beverley-1.html,2009,3.3299999999999996,1,13.0,5.5,2.8,0.42,0.382,0.73,34.1,1.5,0.4,2.0
1131,43,43,MIA,Marcus Thornton,LSU,8.0,483.0,11299.0,5750.0,1348.0,677.0,0.425,0.358,0.83,20.0,0.085,0.2,6.2,2009,23.4,11.9,2.8,1.4,https://www.sports-reference.com/cbb/players/marcus-thornton-1.html,2009,2.5,1,20.4,5.5,1.8,0.455,0.382,0.771,32.7,1.5,0.3,2.0
1132,44,44,DET,Chase Budinger,Arizona,7.0,407.0,7998.0,3198.0,1240.0,473.0,0.43,0.352,0.797,13.9,0.083,-0.5,2.9,2009,19.7,7.9,3.0,1.2,https://www.sports-reference.com/cbb/players/chase-budinger-1.html,2009,1.9857142857142855,1,17.0,5.8,2.8,0.469,0.383,0.782,35.4,1.3,0.4,2.1
1133,45,45,MIN,Nick Calathes,Florida,2.0,129.0,2011.0,590.0,243.0,353.0,0.441,0.288,0.581,2.6,0.063,-0.5,0.8,2009,15.6,4.6,1.9,2.7,https://www.sports-reference.com/cbb/players/nick-calathes-1.html,2009,1.3,1,16.3,5.3,6.3,0.455,0.38,0.715,33.0,1.8,0.1,3.1
1134,46,46,CLE,Danny Green,UNC,13.0,797.0,20311.0,7034.0,2750.0,1247.0,0.422,0.4,0.806,48.4,0.114,1.9,20.0,2009,25.5,8.8,3.5,1.6,https://www.sports-reference.com/cbb/players/danny-green-1.html,2009,3.723076923076923,1,9.4,4.1,1.8,0.455,0.375,0.845,19.9,1.1,1.1,1.4
1136,48,48,PHO,Taylor Griffin,Oklahoma,1.0,8.0,32.0,10.0,2.0,1.0,0.4,0.0,0.5,0.0,-0.039,-8.1,-0.1,2009,4.0,1.3,0.3,0.1,https://www.sports-reference.com/cbb/players/taylor-griffin-1.html,2009,0.0,0,6.6,4.8,1.0,0.468,0.22,0.721,22.3,0.9,0.8,1.4
1138,50,50,UTA,Goran Suton,Michigan State,,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/goran-suton-1.html,2009,0.0,0,8.1,6.6,1.6,0.521,0.348,0.753,24.0,0.8,0.7,1.8
1139,51,51,SAS,Jack McClinton,Miami (FL),,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/jack-mcclinton-1.html,2009,0.0,0,16.9,3.2,2.6,0.427,0.426,0.881,31.9,0.8,0.0,2.5
1142,54,54,CHA,Robert Vaden,UAB,,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/robert-vaden-1.html,2009,0.0,0,15.8,4.6,2.6,0.405,0.382,0.808,35.1,1.2,0.3,2.7
1143,55,55,POR,Patty Mills,Saint Mary's,13.0,797.0,16471.0,7372.0,1361.0,1861.0,0.428,0.391,0.857,35.5,0.104,0.3,9.4,2009,20.7,9.2,1.7,2.3,https://www.sports-reference.com/cbb/players/patty-mills-1.html,2009,2.730769230769231,1,5.2,3.3,4.4,0.346,,0.596,,,,
1146,58,58,BOS,Lester Hudson,University of Tennessee at Martin,4.0,57.0,594.0,268.0,77.0,71.0,0.375,0.277,0.806,0.2,0.016,-2.1,0.0,2009,10.4,4.7,1.4,1.2,https://www.sports-reference.com/cbb/players/lester-hudson-1.html,2009,0.05,0,26.6,7.9,4.4,0.456,0.372,0.858,36.5,2.6,0.6,3.6
1147,59,59,LAL,Chinemelu Elonu,Texas A&M,,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/chinemelu-elonu-1.html,2009,0.0,0,5.1,4.4,0.2,0.633,,0.578,13.8,0.2,0.9,1.1
1148,60,60,MIA,Robert Dozier,Memphis,,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/robert-dozier-1.html,2009,0.0,0,9.3,6.5,1.0,0.466,0.312,0.692,25.0,1.0,1.5,1.7
1149,1,1,WAS,John Wall,Kentucky,10.0,613.0,21833.0,11702.0,2612.0,5557.0,0.431,0.323,0.779,44.1,0.097,2.4,24.0,2010,35.6,19.1,4.3,9.1,https://www.sports-reference.com/cbb/players/john-wall-1.html,2010,4.41,1,16.6,4.3,6.5,0.461,0.325,0.754,34.8,1.8,0.5,4.0
1150,2,2,PHI,Evan Turner,Ohio State,10.0,705.0,18938.0,6824.0,3278.0,2462.0,0.434,0.294,0.782,20.2,0.051,-1.9,0.5,2010,26.9,9.7,4.6,3.5,https://www.sports-reference.com/cbb/players/evan-turner-1.html,2010,2.02,1,15.0,6.8,4.1,0.502,0.362,0.758,32.8,1.6,0.7,3.5
1151,3,3,BRK,Derrick Favors,Georgia Tech,12.0,789.0,19184.0,8348.0,5605.0,850.0,0.534,0.198,0.663,60.3,0.151,0.9,13.9,2010,24.3,10.6,7.1,1.1,https://www.sports-reference.com/cbb/players/derrick-favors-1.html,2010,5.0249999999999995,1,12.4,8.4,1.0,0.611,0.0,0.629,27.5,0.9,2.1,2.5
