Unnamed: 0,Rk,Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear,WS_per_Yr,Success,College_PPG,College_RPG,College_APG,College_FG%,College_3P%,College_FT%,College_MPG,College_STL,College_BLK,College_TOV
928,20,20,NYK,Renaldo Balkman,South Carolina,6.0,221.0,3064.0,894.0,769.0,132.0,0.51,0.172,0.542,7.2,0.113,0.1,1.6,2006,13.9,4.0,3.5,0.6,https://www.sports-reference.com/cbb/players/renaldo-balkman-1.html,2006,1.2,1,7.4,5.3,1.7,0.553,0.291,0.533,21.1,1.2,1.1,1.7
929,21,21,PHO,Rajon Rondo,Kentucky,16.0,949.0,28440.0,9299.0,4335.0,7542.0,0.456,0.323,0.612,61.5,0.104,1.2,23.2,2006,30.0,9.8,4.6,7.9,https://www.sports-reference.com/cbb/players/rajon-rondo-1.html,2006,3.84375,1,9.6,4.5,4.2,0.493,0.283,0.577,28.1,2.3,0.2,2.2
930,22,22,BRK,Marcus Williams,UConn,4.0,203.0,3095.0,1128.0,361.0,574.0,0.386,0.321,0.767,0.0,-0.001,-3.3,-1.0,2006,15.2,5.6,1.8,2.8,https://www.sports-reference.com/cbb/players/marcus-williams-1.html,2006,0.0,0,9.0,3.2,7.3,0.402,0.375,0.791,27.9,1.0,0.2,3.2
931,23,23,BRK,Josh Boone,UConn,4.0,256.0,4482.0,1340.0,1258.0,125.0,0.544,,0.445,9.1,0.097,-2.0,0.0,2006,17.5,5.2,4.9,0.5,https://www.sports-reference.com/cbb/players/josh-boone-1.html,2006,2.275,1,9.3,7.0,0.8,0.578,,0.559,25.9,0.5,2.2,1.3
932,24,24,MEM,Kyle Lowry,Villanova,16.0,1006.0,32057.0,14882.0,4403.0,6359.0,0.424,0.367,0.813,102.5,0.154,3.1,41.1,2006,31.9,14.8,4.4,6.3,https://www.sports-reference.com/cbb/players/kyle-lowry-1.html,2006,6.40625,1,9.5,3.8,3.0,0.449,0.325,0.737,26.7,1.9,0.2,1.9
933,25,25,CLE,Shannon Brown,Michigan State,9.0,408.0,7329.0,3118.0,760.0,458.0,0.42,0.332,0.807,9.2,0.06,-1.5,1.0,2006,18.0,7.6,1.9,1.1,https://www.sports-reference.com/cbb/players/shannon-brown-1.html,2006,1.022222222222222,1,12.2,3.4,1.9,0.457,0.364,0.831,28.0,1.3,0.1,2.0
934,26,26,LAL,Jordan Farmar,UCLA,10.0,504.0,9840.0,3888.0,958.0,1453.0,0.423,0.374,0.739,13.9,0.068,-0.5,3.7,2006,19.5,7.7,1.9,2.9,https://www.sports-reference.com/cbb/players/jordan-farmar-1.html,2006,1.39,1,13.3,3.0,5.2,0.41,0.333,0.76,32.2,1.2,0.2,3.8
936,28,28,DAL,Maurice Ager,Michigan State,4.0,82.0,505.0,169.0,46.0,19.0,0.339,0.25,0.566,-0.9,-0.089,-9.4,-0.9,2006,6.2,2.1,0.6,0.2,https://www.sports-reference.com/cbb/players/maurice-ager-1.html,2006,-0.225,0,12.5,3.4,1.5,0.441,0.38,0.775,25.6,0.5,0.3,1.7
937,29,29,NYK,Mardy Collins,Temple,4.0,189.0,2771.0,742.0,336.0,327.0,0.38,0.299,0.599,-1.6,-0.027,-4.4,-1.7,2006,14.7,3.9,1.8,1.7,https://www.sports-reference.com/cbb/players/mardy-collins-1.html,2006,-0.4,0,15.4,4.6,3.2,0.399,0.292,0.624,37.5,2.3,0.2,2.0
939,31,31,POR,James White,Cincinnati,3.0,67.0,583.0,182.0,68.0,35.0,0.438,0.34,0.676,0.8,0.062,-3.2,-0.2,2006,8.7,2.7,1.0,0.5,https://www.sports-reference.com/cbb/players/james-white-1.html,2006,0.2666666666666666,0,10.3,4.2,2.6,0.444,0.336,0.784,27.1,1.0,0.6,2.0
940,32,32,HOU,Steve Novak,Marquette,11.0,467.0,5657.0,2177.0,591.0,132.0,0.437,0.43,0.877,14.5,0.123,0.8,4.0,2006,12.1,4.7,1.3,0.3,https://www.sports-reference.com/cbb/players/steve-novak-1.html,2006,1.318181818181818,1,12.4,4.2,1.0,0.456,0.461,0.931,27.0,0.5,0.1,1.1
941,33,33,ATL,Solomon Jones,South Florida,8.0,281.0,3092.0,839.0,654.0,99.0,0.467,0.111,0.717,5.0,0.078,-4.0,-1.6,2006,11.0,3.0,2.3,0.4,https://www.sports-reference.com/cbb/players/solomon-jones-1.html,2006,0.625,0,9.8,8.0,1.0,0.505,0.0,0.693,31.2,0.6,2.6,2.7
942,34,34,LAC,Paul Davis,Michigan State,4.0,82.0,702.0,217.0,158.0,32.0,0.402,0.0,0.732,0.5,0.035,-4.2,-0.4,2006,8.6,2.6,1.9,0.4,https://www.sports-reference.com/cbb/players/paul-davis-1.html,2006,0.125,0,13.2,7.0,1.4,0.538,0.271,0.763,25.8,1.1,0.7,2.1
944,36,36,MIN,Craig Smith,Boston College,6.0,403.0,6826.0,3080.0,1567.0,322.0,0.553,0.037,0.661,16.0,0.113,-1.2,1.4,2006,16.9,7.6,3.9,0.8,https://www.sports-reference.com/cbb/players/craig-smith-1.html,2006,2.6666666666666665,1,18.1,8.6,1.9,0.558,0.239,0.643,34.0,1.3,0.8,2.3
945,37,37,MIN,Bobby Jones,Washington,2.0,91.0,867.0,288.0,149.0,44.0,0.442,0.306,0.685,1.1,0.06,-4.1,-0.5,2006,9.5,3.2,1.6,0.5,https://www.sports-reference.com/cbb/players/bobby-jones-1.html,2006,0.55,0,13.7,8.9,3.1,0.608,,0.641,,,,
947,39,39,MIL,David Noel,UNC,1.0,68.0,792.0,184.0,123.0,65.0,0.367,0.321,0.86,0.4,0.024,-3.1,-0.2,2006,11.6,2.7,1.8,1.0,https://www.sports-reference.com/cbb/players/david-noel-1.html,2006,0.4,0,6.9,4.3,1.9,0.532,0.354,0.587,23.2,1.1,0.5,1.7
948,40,40,OKC,Denham Brown,UConn,,,,,,,,,,,,,,2006,,,,,https://www.sports-reference.com/cbb/players/denham-brown-1.html,2006,0.0,0,9.4,3.9,1.3,0.429,0.354,0.776,24.1,0.7,0.2,1.5
949,41,41,ORL,James Augustine,Illinois,2.0,27.0,156.0,42.0,33.0,4.0,0.514,,0.5,0.3,0.101,-2.7,0.0,2006,5.8,1.6,1.2,0.1,https://www.sports-reference.com/cbb/players/james-augustine-1.html,2006,0.15,0,10.1,7.5,1.1,0.617,0.333,0.687,27.1,1.0,1.0,1.5
950,42,42,CLE,Daniel Gibson,Texas,7.0,397.0,9316.0,3115.0,792.0,775.0,0.402,0.407,0.78,16.0,0.082,-1.0,2.4,2006,23.5,7.8,2.0,2.0,https://www.sports-reference.com/cbb/players/daniel-gibson-1.html,2006,2.2857142857142856,1,13.8,3.6,3.5,0.411,0.387,0.741,33.0,1.5,0.3,2.4
953,45,45,IND,Alexander Johnson,Florida State,2.0,102.0,1302.0,439.0,275.0,30.0,0.517,,0.672,1.5,0.056,-4.6,-0.9,2006,12.8,4.3,2.7,0.3,https://www.sports-reference.com/cbb/players/alexander-johnson-1.html,2006,0.75,0,9.8,5.2,0.7,0.52,0.308,0.667,21.0,0.9,0.7,2.6
954,46,46,UTA,Dee Brown,Illinois,2.0,68.0,711.0,140.0,69.0,119.0,0.34,0.25,0.643,0.1,0.008,-3.0,-0.2,2006,10.5,2.1,1.0,1.8,https://www.sports-reference.com/cbb/players/dee-brown-1.html,2006,0.05,0,13.9,5.3,3.1,0.482,0.366,0.763,29.0,1.9,0.3,2.3
955,47,47,UTA,Paul Millsap,Louisiana Tech,16.0,1078.0,30413.0,14516.0,7655.0,2375.0,0.489,0.342,0.736,95.4,0.151,1.9,30.0,2006,28.2,13.5,7.1,2.2,https://www.sports-reference.com/cbb/players/paul-millsap-1.html,2006,5.9625,1,18.6,12.7,0.9,0.577,0.375,0.62,35.2,1.3,2.0,2.4
957,49,49,DEN,Leon Powe,California,5.0,239.0,3320.0,1484.0,911.0,78.0,0.515,0.0,0.682,12.0,0.174,-1.6,0.3,2006,13.9,6.2,3.8,0.3,https://www.sports-reference.com/cbb/players/leon-powe-1.html,2006,2.4,1,17.8,9.8,1.1,0.492,0.3,0.672,32.5,0.8,0.6,2.2
958,50,50,CHA,Ryan Hollins,UCLA,10.0,518.0,6134.0,1913.0,1140.0,151.0,0.584,0.0,0.649,10.4,0.081,-4.1,-3.2,2006,11.8,3.7,2.2,0.3,https://www.sports-reference.com/cbb/players/ryan-hollins-1.html,2006,1.04,1,5.7,4.0,0.4,0.575,1.0,0.591,20.2,0.2,0.9,1.4
962,54,54,BRK,Hassan Adams,Arizona,2.0,73.0,547.0,185.0,84.0,14.0,0.534,0.0,0.643,0.8,0.072,-2.3,0.0,2006,7.5,2.5,1.2,0.2,https://www.sports-reference.com/cbb/players/hassan-adams-1.html,2006,0.4,0,14.0,5.4,2.0,0.499,0.311,0.704,27.8,1.8,0.7,2.0
968,60,60,DET,Will Blalock,Iowa State,1.0,14.0,166.0,25.0,15.0,17.0,0.3,0.2,1.0,-0.1,-0.032,-5.8,-0.2,2006,11.9,1.8,1.1,1.2,https://www.sports-reference.com/cbb/players/will-blalock-1.html,2006,-0.1,0,11.6,3.1,5.0,0.421,0.365,0.719,34.3,1.9,0.1,2.5
969,1,1,POR,Greg Oden,Ohio State,3.0,105.0,2028.0,840.0,656.0,51.0,0.574,,0.658,7.3,0.174,-0.4,0.8,2007,19.3,8.0,6.2,0.5,https://www.sports-reference.com/cbb/players/greg-oden-1.html,2007,2.433333333333333,1,15.7,9.6,0.7,0.616,,0.628,28.9,0.6,3.3,2.0
970,2,2,OKC,Kevin Durant,Texas,14.0,920.0,33775.0,24936.0,6506.0,3888.0,0.495,0.383,0.883,152.3,0.216,6.8,74.8,2007,36.7,27.1,7.1,4.2,https://www.sports-reference.com/cbb/players/kevin-durant-1.html,2007,10.87857142857143,1,25.8,11.1,1.3,0.473,0.404,0.816,35.9,1.9,1.9,2.8
971,3,3,ATL,Al Horford,Florida,15.0,932.0,30034.0,12802.0,7625.0,3085.0,0.514,0.357,0.758,97.9,0.156,2.8,36.8,2007,32.2,13.7,8.2,3.3,https://www.sports-reference.com/cbb/players/al-horford-1.html,2007,6.526666666666667,1,10.3,7.9,1.7,0.586,0.0,0.619,25.7,0.9,1.7,1.6
972,4,4,MEM,Mike Conley,Ohio State,15.0,938.0,30031.0,13954.0,2815.0,5298.0,0.439,0.381,0.821,85.3,0.136,2.5,34.1,2007,32.0,14.9,3.0,5.6,https://www.sports-reference.com/cbb/players/mike-conley-1.html,2007,5.6866666666666665,1,11.3,3.4,6.1,0.518,0.304,0.694,31.6,2.2,0.3,2.2
973,5,5,BOS,Jeff Green,Georgetown,14.0,1030.0,29939.0,13084.0,4441.0,1596.0,0.447,0.34,0.805,49.2,0.079,-1.3,4.9,2007,29.1,12.7,4.3,1.5,https://www.sports-reference.com/cbb/players/jeff-green-1.html,2007,3.5142857142857147,1,13.1,6.5,3.1,0.488,0.359,0.7,33.2,0.9,1.2,2.5
975,7,7,MIN,Corey Brewer,Florida,13.0,819.0,18771.0,7097.0,2287.0,1250.0,0.425,0.284,0.713,22.5,0.058,-1.6,2.0,2007,22.9,8.7,2.8,1.5,https://www.sports-reference.com/cbb/players/corey-brewer-1.html,2007,1.7307692307692308,1,11.3,4.3,2.8,0.48,0.356,0.708,27.2,1.6,0.4,2.3
976,8,8,CHA,Brandan Wright,UNC,10.0,428.0,6949.0,2976.0,1560.0,199.0,0.607,0.0,0.674,26.2,0.181,2.3,7.5,2007,16.2,7.0,3.6,0.5,https://www.sports-reference.com/cbb/players/brandan-wright-1.html,2007,2.62,1,14.7,6.2,1.0,0.646,,0.567,27.4,1.0,1.8,1.6
977,9,9,CHI,Joakim Noah,Florida,13.0,672.0,18646.0,5881.0,6058.0,1907.0,0.491,0.0,0.7,61.9,0.159,2.5,20.9,2007,27.7,8.8,9.0,2.8,https://www.sports-reference.com/cbb/players/joakim-noah-1.html,2007,4.7615384615384615,1,10.5,6.4,1.7,0.616,0.5,0.684,21.1,0.9,1.7,1.8
978,10,10,SAC,Spencer Hawes,Washington,10.0,684.0,15541.0,5932.0,3893.0,1271.0,0.457,0.35,0.716,22.6,0.07,-1.1,3.4,2007,22.7,8.7,5.7,1.9,https://www.sports-reference.com/cbb/players/spencer-hawes-1.html,2007,2.26,1,14.9,6.4,1.9,0.532,0.333,0.755,28.9,0.5,1.7,2.5
979,11,11,ATL,Acie Law,Texas A&M,4.0,188.0,2385.0,725.0,195.0,309.0,0.413,0.235,0.778,1.6,0.032,-3.9,-1.1,2007,12.7,3.9,1.0,1.6,https://www.sports-reference.com/cbb/players/acie-law-1.html,2007,0.4,0,13.7,3.1,4.5,0.466,0.357,0.76,30.8,1.3,0.0,2.5
980,12,12,PHI,Thaddeus Young,Georgia Tech,15.0,1061.0,31336.0,13698.0,6239.0,1960.0,0.502,0.33,0.665,67.7,0.104,0.5,19.5,2007,29.5,12.9,5.9,1.8,https://www.sports-reference.com/cbb/players/thaddeus-young-1.html,2007,4.513333333333334,1,14.4,4.9,2.0,0.478,0.419,0.743,29.6,1.3,0.4,2.2
981,13,13,CHA,Julian Wright,Kansas,4.0,231.0,3049.0,907.0,531.0,182.0,0.499,0.262,0.584,3.9,0.061,-0.5,1.2,2007,13.2,3.9,2.3,0.8,https://www.sports-reference.com/cbb/players/julian-wright-1.html,2007,0.975,0,10.4,6.3,2.0,0.555,0.188,0.591,24.1,1.2,1.3,2.2
982,14,14,LAC,Al Thornton,Florida State,4.0,296.0,8274.0,3527.0,1233.0,353.0,0.452,0.293,0.747,6.1,0.035,-3.5,-3.2,2007,28.0,11.9,4.2,1.2,https://www.sports-reference.com/cbb/players/al-thornton-1.html,2007,1.525,1,12.3,5.2,0.7,0.528,0.438,0.701,22.0,0.8,0.6,1.7
983,15,15,DET,Rodney Stuckey,Eastern Washington,10.0,651.0,17890.0,8185.0,1912.0,2333.0,0.423,0.3,0.824,28.7,0.077,-0.9,4.9,2007,27.5,12.6,2.9,3.6,https://www.sports-reference.com/cbb/players/rodney-stuckey-1.html,2007,2.87,1,24.4,4.7,4.8,0.472,0.317,0.806,33.1,2.3,0.3,3.5
984,16,16,WAS,Nick Young,USC,12.0,720.0,16419.0,8194.0,1427.0,687.0,0.418,0.376,0.836,18.6,0.054,-2.2,-0.8,2007,22.8,11.4,2.0,1.0,https://www.sports-reference.com/cbb/players/nick-young-1.html,2007,1.55,1,15.5,5.1,1.4,0.484,0.368,0.764,31.1,0.8,0.3,2.1
985,17,17,BRK,Sean Williams,Boston College,4.0,137.0,1978.0,581.0,472.0,47.0,0.511,0.0,0.624,3.0,0.073,-3.1,-0.6,2007,14.4,4.2,3.4,0.3,https://www.sports-reference.com/cbb/players/sean-williams-1.html,2007,0.75,0,5.5,4.2,0.6,0.577,,0.605,20.5,0.6,2.8,1.2
987,19,19,LAL,Javaris Crittenton,Georgia Tech,2.0,113.0,1853.0,595.0,276.0,201.0,0.442,0.231,0.638,0.1,0.002,-4.2,-1.0,2007,16.4,5.3,2.4,1.8,https://www.sports-reference.com/cbb/players/javaris-crittenton-1.html,2007,0.05,0,14.4,3.7,5.8,0.45,0.356,0.783,31.3,2.0,0.1,3.9
988,20,20,MIA,Jason Smith,Colorado State,11.0,616.0,10029.0,3777.0,2075.0,453.0,0.468,0.333,0.783,14.1,0.067,-2.9,-2.4,2007,16.3,6.1,3.4,0.7,https://www.sports-reference.com/cbb/players/jason-smith-1.html,2007,1.2818181818181815,1,14.7,7.9,2.0,0.548,0.308,0.751,27.9,0.5,1.7,3.1
989,21,21,PHI,Daequan Cook,Ohio State,6.0,328.0,5993.0,2114.0,703.0,243.0,0.369,0.359,0.813,4.9,0.039,-2.7,-1.1,2007,18.3,6.4,2.1,0.7,https://www.sports-reference.com/cbb/players/daequan-cook-1.html,2007,0.8166666666666668,0,9.8,4.3,1.0,0.445,0.415,0.697,19.7,0.7,0.3,1.4
990,22,22,CHA,Jared Dudley,Boston College,14.0,904.0,20117.0,6633.0,2849.0,1394.0,0.463,0.393,0.732,43.0,0.103,0.2,11.0,2007,22.3,7.3,3.2,1.5,https://www.sports-reference.com/cbb/players/jared-dudley-1.html,2007,3.0714285714285716,1,15.9,7.2,3.0,0.504,0.365,0.731,36.4,1.4,0.3,2.1
991,23,23,NYK,Wilson Chandler,DePaul,12.0,676.0,20287.0,8463.0,3574.0,1205.0,0.443,0.341,0.77,29.0,0.069,-1.3,3.5,2007,30.0,12.5,5.3,1.8,https://www.sports-reference.com/cbb/players/wilson-chandler-1.html,2007,2.4166666666666665,1,12.9,7.1,1.2,0.445,0.303,0.659,31.1,0.7,1.5,1.8
993,25,25,UTA,Morris Almond,Rice University,3.0,38.0,361.0,119.0,46.0,12.0,0.381,0.292,0.743,0.0,0.005,-6.1,-0.4,2007,9.5,3.1,1.2,0.3,https://www.sports-reference.com/cbb/players/morris-almond-1.html,2007,0.0,0,15.1,3.5,1.0,0.492,0.435,0.824,27.1,0.7,0.5,2.2
994,26,26,HOU,Aaron Brooks,Oregon,10.0,645.0,13439.0,6259.0,1079.0,1925.0,0.413,0.37,0.837,19.2,0.069,-1.2,2.7,2007,20.8,9.7,1.7,3.0,https://www.sports-reference.com/cbb/players/aaron-brooks-1.html,2007,1.92,1,13.1,3.5,4.1,0.43,0.374,0.834,32.7,1.1,0.1,2.6
995,27,27,DET,Arron Afflalo,UCLA,11.0,762.0,20829.0,8198.0,2176.0,1386.0,0.45,0.386,0.825,33.5,0.077,-1.5,2.4,2007,27.3,10.8,2.9,1.8,https://www.sports-reference.com/cbb/players/arron-afflalo-1.html,2007,3.0454545454545454,1,14.8,3.5,1.9,0.457,0.373,0.781,32.7,0.6,0.2,2.0
997,29,29,PHO,Alando Tucker,Wisconsin,3.0,51.0,426.0,211.0,49.0,16.0,0.423,0.294,0.783,0.4,0.045,-4.5,-0.3,2007,8.4,4.1,1.0,0.3,https://www.sports-reference.com/cbb/players/alando-tucker-1.html,2007,0.1333333333333333,0,16.5,5.7,1.6,0.48,0.307,0.636,32.1,0.8,0.2,1.7
999,31,31,OKC,Carl Landry,Purdue,9.0,513.0,11524.0,5541.0,2533.0,355.0,0.535,0.3,0.785,35.9,0.149,-0.3,5.0,2007,22.5,10.8,4.9,0.7,https://www.sports-reference.com/cbb/players/carl-landry-1.html,2007,3.988888888888889,1,18.4,7.1,1.2,0.602,0.233,0.714,29.9,1.0,0.8,2.9
1000,32,32,BOS,Gabe Pruitt,USC,2.0,62.0,461.0,125.0,51.0,52.0,0.321,0.283,0.783,0.4,0.043,-2.8,-0.1,2007,7.4,2.0,0.8,0.8,https://www.sports-reference.com/cbb/players/gabe-pruitt-1.html,2007,0.2,0,13.8,3.1,3.5,0.438,0.393,0.778,32.4,2.0,0.2,2.4
1001,33,33,SAS,Marcus Williams,Arizona,2.0,13.0,39.0,14.0,12.0,3.0,0.318,,,-0.1,-0.084,-5.4,0.0,2007,3.0,1.1,0.9,0.2,https://www.sports-reference.com/cbb/players/marcus-williams-1.html,2007,-0.05,0,9.0,3.2,7.3,0.402,0.375,0.791,27.9,1.0,0.2,3.2
1002,34,34,DAL,Nick Fazekas,Nevada,1.0,26.0,269.0,107.0,89.0,11.0,0.561,0.0,0.682,0.8,0.148,0.5,0.2,2007,10.3,4.1,3.4,0.4,https://www.sports-reference.com/cbb/players/nick-fazekas-1.html,2007,0.8,0,18.8,9.6,1.3,0.532,0.341,0.815,30.1,0.7,1.5,1.7
1003,35,35,OKC,Glen Davis,LSU,8.0,514.0,10865.0,4111.0,2236.0,457.0,0.447,0.182,0.7,18.6,0.082,-2.6,-1.7,2007,21.1,8.0,4.4,0.9,https://www.sports-reference.com/cbb/players/glen-davis-1.html,2007,2.325,1,16.7,9.6,1.5,0.496,0.31,0.694,32.0,1.1,1.2,2.4
1004,36,36,GSW,Jermareo Davidson,Alabama,2.0,52.0,433.0,162.0,96.0,14.0,0.425,,0.578,0.0,0.0,-5.2,-0.3,2007,8.3,3.1,1.8,0.3,https://www.sports-reference.com/cbb/players/jermareo-davidson-1.html,2007,0.0,0,10.1,7.3,1.0,0.467,0.211,0.717,28.7,0.5,1.8,1.5
1005,37,37,POR,Josh McRoberts,Duke,11.0,433.0,8271.0,2333.0,1686.0,901.0,0.463,0.34,0.705,18.5,0.107,0.3,4.7,2007,19.1,5.4,3.9,2.1,https://www.sports-reference.com/cbb/players/josh-mcroberts-1.html,2007,1.681818181818182,1,10.8,6.5,2.4,0.54,0.278,0.664,29.7,1.2,1.9,1.9
1009,41,41,MIN,Chris Richard,Florida,2.0,70.0,780.0,135.0,194.0,25.0,0.483,,0.605,0.7,0.045,-5.7,-0.7,2007,11.1,1.9,2.8,0.4,https://www.sports-reference.com/cbb/players/chris-richard-1.html,2007,0.35,0,4.9,3.2,0.3,0.665,,0.631,15.6,0.3,0.4,1.0
1010,42,42,POR,Derrick Byars,Vanderbilt,1.0,2.0,37.0,10.0,11.0,1.0,0.273,0.0,1.0,0.1,0.147,-4.7,0.0,2007,18.5,5.0,5.5,0.5,https://www.sports-reference.com/cbb/players/derrick-byars-1.html,2007,0.1,0,11.0,3.7,2.2,0.463,0.397,0.698,26.3,0.9,0.2,1.9
1011,43,43,CHA,Adam Haluska,Iowa,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/adam-haluska-1.html,2007,0.0,0,14.4,4.2,1.9,0.424,0.359,0.837,32.0,1.1,0.3,1.6
1012,44,44,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/reyshawn-terry-1.html,2007,0.0,0,7.3,3.5,0.9,0.485,0.419,0.75,14.4,0.6,0.5,1.4
1013,45,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/jared-jordan-1.html,2007,0.0,0,13.1,4.8,6.9,0.446,0.326,0.702,34.6,1.4,0.1,2.8
1015,47,47,WAS,Dominic McGuire,Fresno State,6.0,342.0,5348.0,939.0,1169.0,422.0,0.419,0.188,0.658,4.1,0.037,-2.1,-0.1,2007,15.6,2.7,3.4,1.2,https://www.sports-reference.com/cbb/players/dominic-mcguire-1.html,2007,0.6833333333333332,0,8.7,6.3,2.0,0.462,0.253,0.556,25.0,0.6,1.9,2.4
1017,49,49,CHI,Aaron Gray,Pitt,7.0,318.0,3851.0,1066.0,1190.0,207.0,0.509,0.0,0.562,6.2,0.077,-3.6,-1.5,2007,12.1,3.4,3.7,0.7,https://www.sports-reference.com/cbb/players/aaron-gray-1.html,2007,0.8857142857142858,0,9.8,7.0,1.3,0.55,,0.595,20.9,0.4,1.2,1.6
1019,51,51,CHI,JamesOn Curry,Oklahoma State,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,2007,0.0,0.0,0.0,0.0,https://www.sports-reference.com/cbb/players/jameson-curry-1.html,2007,0.0,0,13.5,2.9,3.5,0.437,0.404,0.758,32.0,1.0,0.2,2.8
1020,52,52,POR,Taurean Green,Florida,1.0,17.0,74.0,27.0,10.0,11.0,0.28,0.182,0.917,-0.1,-0.066,-7.5,-0.1,2007,4.4,1.6,0.6,0.6,https://www.sports-reference.com/cbb/players/taurean-green-1.html,2007,-0.1,0,10.6,2.2,3.6,0.401,0.389,0.857,29.2,1.1,0.1,2.5
1021,53,53,POR,Demetris Nichols,Syracuse,2.0,18.0,58.0,22.0,7.0,2.0,0.281,0.2,0.5,-0.2,-0.203,-10.3,-0.1,2007,3.2,1.2,0.4,0.1,https://www.sports-reference.com/cbb/players/demetris-nichols-1.html,2007,-0.1,0,10.9,4.1,1.1,0.423,0.358,0.752,25.8,1.0,0.8,1.5
1023,55,55,UTA,Herbert Hill,Providence,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/herbert-hill-1.html,2007,0.0,0,9.7,5.2,0.9,0.614,0.0,0.566,19.8,0.8,1.9,1.6
1024,56,56,MIL,Ramon Sessions,Nevada,11.0,691.0,16119.0,7141.0,1840.0,2807.0,0.434,0.316,0.791,28.8,0.086,-0.7,5.2,2007,23.3,10.3,2.7,4.1,https://www.sports-reference.com/cbb/players/ramon-sessions-1.html,2007,2.618181818181818,1,8.8,4.2,4.9,0.417,0.313,0.74,29.2,1.2,0.1,2.6
1025,57,57,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/sammy-mejia-1.html,2007,0.0,0,12.1,4.8,3.2,0.457,0.328,0.659,31.2,1.0,0.2,2.2
1029,1,1,CHI,Derrick Rose,Memphis,13.0,672.0,21317.0,12230.0,2239.0,3646.0,0.457,0.316,0.83,44.2,0.1,1.4,18.4,2008,31.7,18.2,3.3,5.4,https://www.sports-reference.com/cbb/players/derrick-rose-1.html,2008,3.4000000000000004,1,14.9,4.5,4.7,0.477,0.337,0.712,29.2,1.2,0.4,2.7
1030,2,2,MIA,Michael Beasley,Kansas State,11.0,609.0,13903.0,7568.0,2861.0,788.0,0.465,0.349,0.759,15.6,0.054,-1.7,0.9,2008,22.8,12.4,4.7,1.3,https://www.sports-reference.com/cbb/players/michael-beasley-1.html,2008,1.4181818181818182,1,26.2,12.4,1.2,0.532,0.379,0.774,31.5,1.3,1.6,2.9
1032,4,4,OKC,Russell Westbrook,UCLA,14.0,1000.0,34718.0,22899.0,7405.0,8491.0,0.437,0.305,0.785,106.4,0.147,4.4,55.8,2008,34.7,22.9,7.4,8.5,https://www.sports-reference.com/cbb/players/russell-westbrook-1.html,2008,7.6,1,8.3,2.4,2.5,0.464,0.354,0.685,21.9,1.0,0.1,1.6
1033,5,5,MEM,Kevin Love,UCLA,14.0,788.0,24542.0,14013.0,8497.0,1867.0,0.441,0.372,0.829,87.5,0.171,3.4,33.5,2008,31.1,17.8,10.8,2.4,https://www.sports-reference.com/cbb/players/kevin-love-1.html,2008,6.25,1,17.5,10.6,1.9,0.559,0.354,0.767,29.6,0.7,1.4,2.0
1035,7,7,LAC,Eric Gordon,Indiana,14.0,739.0,23982.0,12169.0,1793.0,2107.0,0.428,0.37,0.81,36.3,0.073,-0.5,8.9,2008,32.5,16.5,2.4,2.9,https://www.sports-reference.com/cbb/players/eric-gordon-1.html,2008,2.5928571428571425,1,20.9,3.3,2.4,0.433,0.337,0.834,34.7,1.3,0.6,3.6
1036,8,8,MIL,Joe Alexander,West Virginia,2.0,67.0,745.0,282.0,120.0,44.0,0.41,0.34,0.698,0.5,0.03,-3.6,-0.3,2008,11.1,4.2,1.8,0.7,https://www.sports-reference.com/cbb/players/joe-alexander-1.html,2008,0.25,0,12.1,4.8,2.0,0.447,0.295,0.765,25.3,0.6,1.2,1.8
1038,10,10,BRK,Brook Lopez,Stanford,14.0,856.0,25922.0,14094.0,5359.0,1240.0,0.494,0.34,0.796,70.9,0.131,1.3,21.6,2008,30.3,16.5,6.3,1.4,https://www.sports-reference.com/cbb/players/brook-lopez-1.html,2008,5.064285714285715,1,16.0,7.1,1.1,0.48,0.143,0.764,28.0,0.5,1.9,2.1
1039,11,11,IND,Jerryd Bayless,Arizona,11.0,586.0,12486.0,4909.0,1235.0,1674.0,0.411,0.361,0.818,18.6,0.072,-1.6,1.1,2008,21.3,8.4,2.1,2.9,https://www.sports-reference.com/cbb/players/jerryd-bayless-1.html,2008,1.6909090909090911,1,19.7,2.7,4.0,0.458,0.407,0.839,35.7,1.0,0.1,3.0
